期數,開獎日期,今彩539中獎號碼,備註
1190,2011/06/18,"[2, 6, 15, 21, 34]",無
1189,2011/06/17,"[6, 16, 24, 35, 38]",無
1188,2011/06/16,"[14, 26, 29, 37, 38]",無
1187,2011/06/15,"[13, 14, 15, 26, 32]",無
1186,2011/06/14,"[23, 25, 26, 33, 36]",無
1185,2011/06/13,"[1, 2, 9, 23, 38]",無
1184,2011/06/11,"[8, 15, 17, 29, 37]",無
1183,2011/06/10,"[4, 16, 21, 25, 36]",無
1182,2011/06/09,"[23, 26, 28, 29, 35]",無
1181,2011/06/08,"[13, 22, 23, 29, 30]",無
1180,2011/06/07,"[3, 5, 13, 14, 17]",無
1179,2011/06/06,"[9, 22, 31, 32, 34]",無
1178,2011/06/04,"[22, 23, 24, 34, 38]",無
1177,2011/06/03,"[1, 15, 24, 25, 30]",無
1176,2011/06/02,"[12, 15, 23, 24, 28]",無
1175,2011/06/01,"[5, 11, 15, 29, 39]",無
1174,2011/05/31,"[3, 8, 27, 35, 39]",無
1173,2011/05/30,"[1, 2, 11, 34, 36]",無
1172,2011/05/28,"[4, 5, 9, 34, 39]",無
1171,2011/05/27,"[1, 12, 13, 21, 25]",無
1170,2011/05/26,"[20, 26, 34, 35, 37]",無
1169,2011/05/25,"[2, 12, 16, 36, 37]",無
1168,2011/05/24,"[4, 25, 28, 36, 39]",無
1167,2011/05/23,"[14, 15, 17, 33, 35]",無
1166,2011/05/21,"[12, 19, 25, 29, 32]",無
1165,2011/05/20,"[7, 21, 33, 36, 37]",無
1164,2011/05/19,"[5, 16, 26, 27, 37]",無
1163,2011/05/18,"[9, 18, 22, 33, 39]",無
1162,2011/05/17,"[2, 3, 7, 18, 27]",無
1161,2011/05/16,"[18, 19, 20, 31, 38]",無
1160,2011/05/14,"[2, 5, 12, 26, 30]",無
1159,2011/05/13,"[3, 6, 13, 18, 23]",無
1158,2011/05/12,"[1, 14, 18, 30, 34]",無
1157,2011/05/11,"[3, 7, 16, 35, 36]",無
1156,2011/05/10,"[2, 22, 24, 31, 36]",無
1155,2011/05/09,"[2, 12, 24, 33, 38]",無
1154,2011/05/07,"[11, 12, 16, 21, 24]",無
1153,2011/05/06,"[4, 9, 25, 31, 32]",無
1152,2011/05/05,"[2, 4, 15, 19, 35]",無
1151,2011/05/04,"[2, 9, 11, 24, 26]",無
1150,2011/05/03,"[1, 5, 7, 8, 37]",無
1149,2011/05/02,"[2, 19, 24, 33, 36]",無
1148,2011/04/30,"[2, 3, 6, 24, 39]",無
1147,2011/04/29,"[4, 27, 28, 36, 38]",無
1146,2011/04/28,"[1, 16, 24, 32, 38]",無
1145,2011/04/27,"[2, 6, 19, 38, 39]",無
1144,2011/04/26,"[14, 15, 29, 33, 38]",無
1143,2011/04/25,"[6, 10, 14, 23, 32]",無
1142,2011/04/23,"[16, 21, 29, 30, 33]",無
1141,2011/04/22,"[9, 11, 14, 23, 26]",無
1140,2011/04/21,"[2, 20, 31, 36, 37]",無
1139,2011/04/20,"[2, 5, 12, 15, 35]",無
1138,2011/04/19,"[1, 15, 32, 34, 38]",無
1137,2011/04/18,"[4, 10, 24, 28, 30]",無
1136,2011/04/16,"[5, 12, 28, 30, 35]",無
1135,2011/04/15,"[8, 11, 16, 30, 37]",無
1134,2011/04/14,"[5, 8, 24, 35, 37]",無
1133,2011/04/13,"[6, 11, 26, 30, 32]",無
1132,2011/04/12,"[5, 12, 21, 35, 37]",無
1131,2011/04/11,"[3, 9, 21, 31, 32]",無
1130,2011/04/09,"[5, 10, 26, 28, 34]",無
1129,2011/04/08,"[10, 13, 18, 25, 33]",無
1128,2011/04/07,"[4, 7, 21, 22, 35]",無
1127,2011/04/06,"[11, 13, 17, 20, 23]",無
1126,2011/04/05,"[7, 10, 11, 13, 39]",無
1125,2011/04/04,"[5, 7, 18, 22, 31]",無
1124,2011/04/02,"[2, 12, 19, 33, 34]",無
1123,2011/04/01,"[6, 7, 28, 31, 36]",無
1122,2011/03/31,"[21, 22, 29, 33, 36]",無
1121,2011/03/30,"[1, 3, 16, 27, 32]",無
1120,2011/03/29,"[4, 18, 28, 31, 35]",無
1119,2011/03/28,"[6, 25, 27, 28, 29]",無
1118,2011/03/26,"[2, 6, 19, 23, 35]",無
1117,2011/03/25,"[7, 22, 23, 26, 39]",無
1116,2011/03/24,"[4, 17, 18, 30, 34]",無
1115,2011/03/23,"[5, 12, 13, 14, 21]",無
1114,2011/03/22,"[8, 18, 27, 29, 39]",無
1113,2011/03/21,"[5, 11, 14, 29, 38]",無
1112,2011/03/19,"[2, 9, 13, 25, 29]",無
1111,2011/03/18,"[22, 33, 36, 38, 39]",無
1110,2011/03/17,"[11, 21, 23, 29, 30]",無
1109,2011/03/16,"[9, 16, 20, 33, 34]",無
1108,2011/03/15,"[6, 9, 23, 31, 39]",無
1107,2011/03/14,"[5, 16, 19, 28, 35]",無
1106,2011/03/12,"[13, 15, 25, 28, 37]",無
1105,2011/03/11,"[5, 9, 14, 25, 38]",無
1104,2011/03/10,"[4, 9, 24, 25, 35]",無
1103,2011/03/09,"[7, 8, 31, 32, 34]",無
1102,2011/03/08,"[2, 11, 12, 18, 36]",無
1101,2011/03/07,"[6, 8, 10, 28, 32]",無
1100,2011/03/05,"[2, 6, 14, 33, 37]",無
1099,2011/03/04,"[8, 12, 33, 36, 39]",無
1098,2011/03/03,"[3, 4, 7, 21, 38]",無
1097,2011/03/02,"[7, 14, 23, 27, 34]",無
1096,2011/03/01,"[6, 30, 36, 37, 38]",無
1095,2011/02/28,"[1, 7, 17, 20, 35]",無
1094,2011/02/26,"[4, 8, 18, 22, 25]",無
1093,2011/02/25,"[8, 13, 24, 31, 38]",無
1092,2011/02/24,"[5, 11, 14, 18, 20]",無
1091,2011/02/23,"[1, 4, 17, 24, 37]",無
1090,2011/02/22,"[7, 26, 34, 36, 38]",無
1089,2011/02/21,"[11, 19, 26, 30, 33]",無
1088,2011/02/19,"[8, 13, 23, 26, 37]",無
1087,2011/02/18,"[3, 6, 8, 23, 24]",無
1086,2011/02/17,"[25, 29, 33, 34, 37]",無
1085,2011/02/16,"[2, 8, 21, 22, 36]",無
1084,2011/02/15,"[3, 11, 18, 30, 37]",無
1083,2011/02/14,"[1, 7, 19, 27, 38]",無
1082,2011/02/12,"[12, 17, 22, 26, 27]",無
1081,2011/02/11,"[18, 26, 28, 29, 39]",無
1080,2011/02/10,"[2, 3, 10, 20, 28]",無
1079,2011/02/09,"[5, 17, 22, 36, 39]",無
1078,2011/02/08,"[4, 19, 24, 28, 35]",無
1077,2011/02/07,"[2, 13, 19, 28, 37]",無
1076,2011/02/05,"[8, 30, 32, 37, 38]",無
1075,2011/02/04,"[9, 17, 25, 32, 37]",無
1074,2011/02/03,"[11, 12, 22, 24, 39]",無
1073,2011/02/02,"[6, 8, 16, 22, 26]",無
1072,2011/02/01,"[18, 23, 26, 32, 39]",無
1071,2011/01/31,"[9, 16, 21, 25, 36]",無
1070,2011/01/29,"[5, 20, 22, 35, 38]",無
1069,2011/01/28,"[15, 24, 33, 38, 39]",無
1068,2011/01/27,"[5, 14, 18, 20, 37]",無
1067,2011/01/26,"[7, 12, 19, 25, 35]",無
1066,2011/01/25,"[14, 15, 18, 21, 29]",無
1065,2011/01/24,"[4, 6, 10, 19, 25]",無
1064,2011/01/22,"[3, 20, 23, 24, 37]",無
1063,2011/01/21,"[18, 23, 31, 36, 39]",無
1062,2011/01/20,"[4, 15, 26, 28, 31]",無
1061,2011/01/19,"[18, 20, 22, 29, 33]",無
1060,2011/01/18,"[3, 5, 11, 22, 37]",無
1059,2011/01/17,"[2, 5, 17, 28, 36]",無
1058,2011/01/15,"[8, 17, 18, 30, 36]",無
1057,2011/01/14,"[8, 14, 27, 28, 36]",無
1056,2011/01/13,"[5, 14, 23, 31, 32]",無
1055,2011/01/12,"[1, 2, 4, 21, 32]",無
1054,2011/01/11,"[3, 9, 13, 25, 37]",無
1053,2011/01/10,"[4, 10, 20, 32, 39]",無
1052,2011/01/08,"[3, 10, 14, 18, 35]",無
1051,2011/01/07,"[10, 11, 18, 34, 38]",無
1050,2011/01/06,"[7, 28, 31, 32, 36]",無
1049,2011/01/05,"[5, 17, 26, 29, 32]",無
1048,2011/01/04,"[6, 8, 10, 16, 36]",無
1047,2011/01/03,"[11, 13, 20, 25, 35]",無
1046,2011/01/01,"[2, 13, 24, 25, 36]",無
1045,2010/12/31,"[22, 25, 30, 32, 34]",無
1044,2010/12/30,"[8, 12, 23, 28, 29]",無
1043,2010/12/29,"[6, 20, 23, 26, 35]",無
1042,2010/12/28,"[11, 19, 22, 28, 38]",無
1041,2010/12/27,"[3, 15, 24, 26, 34]",無
1040,2010/12/24,"[10, 12, 16, 34, 38]",無
1039,2010/12/23,"[2, 6, 8, 9, 11]",無
1038,2010/12/22,"[1, 6, 12, 17, 33]",無
1037,2010/12/21,"[8, 20, 21, 34, 39]",無
1036,2010/12/20,"[19, 21, 22, 28, 36]",無
1035,2010/12/17,"[5, 9, 12, 16, 29]",無
1034,2010/12/16,"[2, 21, 22, 37, 38]",無
1033,2010/12/15,"[5, 9, 20, 28, 32]",無
1032,2010/12/14,"[1, 11, 24, 25, 30]",無
1031,2010/12/13,"[15, 20, 27, 37, 38]",無
1030,2010/12/10,"[14, 15, 25, 30, 35]",無
1029,2010/12/09,"[12, 13, 29, 33, 34]",無
1028,2010/12/08,"[1, 17, 20, 28, 36]",無
1027,2010/12/07,"[3, 12, 25, 28, 33]",無
1026,2010/12/06,"[7, 16, 18, 20, 34]",無
1025,2010/12/03,"[3, 16, 31, 32, 35]",無
1024,2010/12/02,"[13, 16, 18, 29, 30]",無
1023,2010/12/01,"[3, 18, 22, 23, 33]",無
1022,2010/11/30,"[4, 12, 14, 19, 32]",無
1021,2010/11/29,"[3, 15, 19, 31, 35]",無
1020,2010/11/26,"[4, 9, 17, 18, 20]",無
1019,2010/11/25,"[3, 12, 13, 19, 39]",無
1018,2010/11/24,"[1, 10, 16, 24, 25]",無
1017,2010/11/23,"[1, 27, 33, 38, 39]",無
1016,2010/11/22,"[4, 8, 25, 35, 36]",無
1015,2010/11/19,"[7, 9, 13, 20, 24]",無
1014,2010/11/18,"[1, 7, 18, 30, 31]",無
1013,2010/11/17,"[13, 15, 20, 28, 36]",無
1012,2010/11/16,"[6, 14, 24, 26, 29]",無
1011,2010/11/15,"[5, 6, 22, 32, 39]",無
1010,2010/11/12,"[6, 8, 16, 21, 23]",無
1009,2010/11/11,"[5, 9, 24, 34, 36]",無
1008,2010/11/10,"[7, 25, 28, 33, 36]",無
1007,2010/11/09,"[4, 14, 19, 31, 38]",無
1006,2010/11/08,"[4, 8, 12, 15, 38]",無
1005,2010/11/05,"[1, 4, 5, 24, 37]",無
1004,2010/11/04,"[1, 8, 21, 26, 39]",無
1003,2010/11/03,"[24, 30, 31, 32, 33]",無
1002,2010/11/02,"[4, 6, 13, 19, 20]",無
1001,2010/11/01,"[9, 15, 16, 21, 29]",無
1000,2010/10/29,"[2, 7, 11, 17, 38]",無
999,2010/10/28,"[1, 6, 12, 33, 37]",無
998,2010/10/27,"[2, 7, 15, 27, 35]",無
997,2010/10/26,"[8, 11, 12, 15, 18]",無
996,2010/10/25,"[2, 5, 6, 30, 36]",無
995,2010/10/22,"[1, 3, 11, 19, 32]",無
994,2010/10/21,"[15, 17, 18, 23, 27]",無
993,2010/10/20,"[9, 11, 15, 29, 37]",無
992,2010/10/19,"[21, 23, 27, 30, 36]",無
991,2010/10/18,"[5, 12, 27, 30, 32]",無
990,2010/10/15,"[1, 4, 12, 24, 25]",無
989,2010/10/14,"[5, 17, 27, 28, 29]",無
988,2010/10/13,"[9, 11, 21, 24, 30]",無
987,2010/10/12,"[1, 8, 9, 23, 39]",無
986,2010/10/11,"[1, 6, 7, 24, 35]",無
985,2010/10/08,"[4, 16, 18, 29, 31]",無
984,2010/10/07,"[2, 19, 32, 33, 39]",無
983,2010/10/06,"[14, 16, 20, 22, 29]",無
982,2010/10/05,"[14, 18, 23, 28, 33]",無
981,2010/10/04,"[9, 13, 20, 34, 35]",無
980,2010/10/01,"[13, 24, 27, 28, 35]",無
979,2010/09/30,"[5, 14, 16, 24, 34]",無
978,2010/09/29,"[2, 14, 24, 34, 37]",無
977,2010/09/28,"[14, 26, 31, 35, 37]",無
976,2010/09/27,"[4, 25, 30, 33, 39]",無
975,2010/09/24,"[2, 9, 13, 21, 33]",無
974,2010/09/23,"[15, 28, 30, 31, 36]",無
973,2010/09/22,"[8, 18, 23, 33, 36]",無
972,2010/09/21,"[2, 8, 12, 30, 34]",無
971,2010/09/20,"[3, 8, 9, 15, 28]",無
970,2010/09/17,"[2, 5, 9, 25, 35]",無
969,2010/09/16,"[3, 6, 12, 14, 21]",無
968,2010/09/15,"[3, 11, 21, 29, 39]",無
967,2010/09/14,"[5, 9, 24, 32, 36]",無
966,2010/09/13,"[3, 6, 15, 24, 31]",無
965,2010/09/10,"[5, 13, 15, 23, 31]",無
964,2010/09/09,"[5, 12, 14, 18, 34]",無
963,2010/09/08,"[3, 14, 29, 33, 38]",無
962,2010/09/07,"[1, 11, 12, 28, 32]",無
961,2010/09/06,"[16, 18, 35, 36, 39]",無
960,2010/09/03,"[6, 11, 13, 22, 36]",無
959,2010/09/02,"[8, 23, 25, 28, 38]",無
958,2010/09/01,"[7, 16, 18, 34, 39]",無
957,2010/08/31,"[8, 10, 28, 33, 34]",無
956,2010/08/30,"[4, 12, 20, 34, 35]",無
955,2010/08/27,"[2, 6, 12, 23, 33]",無
954,2010/08/26,"[5, 13, 30, 37, 38]",無
953,2010/08/25,"[1, 7, 11, 31, 34]",無
952,2010/08/24,"[3, 4, 8, 15, 34]",無
951,2010/08/23,"[5, 6, 15, 36, 38]",無
950,2010/08/20,"[2, 6, 12, 21, 28]",無
949,2010/08/19,"[9, 22, 26, 28, 31]",無
948,2010/08/18,"[7, 19, 27, 28, 29]",無
947,2010/08/17,"[2, 5, 11, 17, 36]",無
946,2010/08/16,"[3, 4, 12, 13, 35]",無
945,2010/08/13,"[23, 26, 28, 30, 32]",無
944,2010/08/12,"[8, 25, 27, 35, 39]",無
943,2010/08/11,"[6, 18, 34, 38, 39]",無
942,2010/08/10,"[4, 17, 21, 24, 32]",無
941,2010/08/09,"[9, 12, 19, 26, 32]",無
940,2010/08/06,"[3, 15, 27, 29, 35]",無
939,2010/08/05,"[17, 26, 34, 36, 38]",無
938,2010/08/04,"[14, 16, 21, 31, 33]",無
937,2010/08/03,"[7, 14, 27, 32, 33]",無
936,2010/08/02,"[2, 7, 29, 32, 33]",無
935,2010/07/30,"[7, 9, 14, 24, 28]",無
934,2010/07/29,"[14, 25, 26, 30, 35]",無
933,2010/07/28,"[1, 7, 14, 22, 23]",無
932,2010/07/27,"[13, 22, 24, 25, 28]",無
931,2010/07/26,"[12, 15, 21, 34, 39]",無
930,2010/07/23,"[1, 14, 21, 22, 39]",無
929,2010/07/22,"[8, 11, 34, 35, 36]",無
928,2010/07/21,"[15, 16, 26, 29, 30]",無
927,2010/07/20,"[4, 8, 11, 25, 33]",無
926,2010/07/19,"[3, 6, 19, 23, 25]",無
925,2010/07/16,"[14, 15, 28, 34, 38]",無
924,2010/07/15,"[5, 7, 20, 25, 36]",無
923,2010/07/14,"[5, 19, 21, 23, 33]",無
922,2010/07/13,"[10, 11, 25, 28, 38]",無
921,2010/07/12,"[3, 4, 11, 33, 39]",無
920,2010/07/09,"[3, 13, 35, 36, 37]",無
919,2010/07/08,"[5, 17, 20, 34, 37]",無
918,2010/07/07,"[6, 16, 28, 31, 35]",無
917,2010/07/06,"[4, 10, 23, 25, 27]",無
916,2010/07/05,"[12, 15, 28, 29, 37]",無
915,2010/07/02,"[2, 4, 28, 29, 30]",無
914,2010/07/01,"[10, 19, 20, 23, 29]",無
913,2010/06/30,"[1, 12, 34, 38, 39]",無
912,2010/06/29,"[1, 2, 4, 35, 37]",無
911,2010/06/28,"[13, 22, 23, 27, 34]",無
910,2010/06/25,"[2, 5, 21, 24, 34]",無
909,2010/06/24,"[5, 6, 11, 14, 22]",無
908,2010/06/23,"[2, 10, 29, 36, 39]",無
907,2010/06/22,"[22, 24, 27, 28, 31]",無
906,2010/06/21,"[1, 16, 17, 23, 31]",無
905,2010/06/18,"[3, 20, 29, 33, 39]",無
904,2010/06/17,"[1, 2, 9, 18, 35]",無
903,2010/06/16,"[9, 17, 19, 26, 39]",無
902,2010/06/15,"[1, 14, 21, 28, 38]",無
901,2010/06/15,"[17, 18, 22, 31, 37]",無
900,2010/06/11,"[13, 18, 28, 33, 36]",無
899,2010/06/10,"[7, 12, 17, 30, 37]",無
898,2010/06/09,"[3, 4, 13, 25, 28]",無
897,2010/06/08,"[2, 9, 26, 30, 32]",無
896,2010/06/07,"[10, 21, 22, 32, 35]",無
895,2010/06/04,"[15, 16, 25, 30, 38]",無
894,2010/06/03,"[9, 21, 33, 35, 37]",無
893,2010/06/02,"[13, 17, 19, 35, 39]",無
892,2010/06/01,"[2, 7, 23, 24, 34]",無
891,2010/05/31,"[9, 12, 15, 31, 39]",無
890,2010/05/28,"[17, 22, 25, 33, 39]",無
889,2010/05/27,"[2, 21, 32, 33, 34]",無
888,2010/05/26,"[4, 14, 17, 37, 39]",無
887,2010/05/25,"[5, 6, 7, 10, 14]",無
886,2010/05/24,"[10, 26, 27, 35, 36]",無
885,2010/05/21,"[5, 21, 28, 35, 38]",無
884,2010/05/20,"[7, 13, 15, 27, 39]",無
883,2010/05/19,"[1, 11, 13, 20, 37]",無
882,2010/05/18,"[13, 21, 22, 33, 37]",無
881,2010/05/17,"[2, 12, 18, 33, 38]",無
880,2010/05/14,"[2, 6, 8, 15, 22]",無
879,2010/05/13,"[9, 11, 22, 26, 30]",無
878,2010/05/12,"[8, 13, 28, 30, 36]",無
877,2010/05/11,"[4, 10, 12, 25, 37]",無
876,2010/05/10,"[14, 17, 24, 29, 33]",無
875,2010/05/07,"[8, 9, 21, 29, 30]",無
874,2010/05/06,"[3, 8, 13, 23, 27]",無
873,2010/05/05,"[1, 14, 19, 30, 34]",無
872,2010/05/04,"[16, 22, 26, 32, 36]",無
871,2010/05/03,"[5, 10, 16, 19, 38]",無
870,2010/04/30,"[15, 17, 21, 28, 31]",無
869,2010/04/29,"[14, 15, 27, 31, 35]",無
868,2010/04/28,"[5, 6, 13, 37, 38]",無
867,2010/04/27,"[1, 13, 19, 29, 33]",無
866,2010/04/26,"[12, 22, 27, 31, 39]",無
865,2010/04/23,"[8, 15, 27, 35, 36]",無
864,2010/04/22,"[3, 4, 5, 6, 9]",無
863,2010/04/21,"[2, 3, 12, 21, 25]",無
862,2010/04/20,"[4, 6, 10, 28, 32]",無
861,2010/04/19,"[3, 15, 19, 26, 27]",無
860,2010/04/16,"[1, 5, 20, 24, 37]",無
859,2010/04/15,"[1, 4, 11, 18, 23]",無
858,2010/04/14,"[5, 12, 15, 35, 36]",無
857,2010/04/13,"[9, 12, 21, 22, 27]",無
856,2010/04/12,"[12, 15, 24, 30, 35]",無
855,2010/04/09,"[5, 14, 18, 23, 36]",無
854,2010/04/08,"[8, 10, 15, 17, 26]",無
853,2010/04/07,"[4, 16, 29, 32, 36]",無
852,2010/04/06,"[25, 28, 29, 36, 37]",無
851,2010/04/05,"[7, 17, 18, 35, 37]",無
850,2010/04/02,"[7, 20, 23, 31, 39]",無
849,2010/04/01,"[2, 17, 35, 37, 38]",無
848,2010/03/31,"[1, 9, 12, 19, 28]",無
847,2010/03/30,"[16, 21, 25, 31, 33]",無
846,2010/03/29,"[10, 12, 14, 18, 34]",無
845,2010/03/26,"[9, 10, 12, 22, 37]",無
844,2010/03/25,"[9, 13, 26, 34, 39]",無
843,2010/03/24,"[30, 31, 32, 34, 35]",無
842,2010/03/23,"[9, 18, 26, 32, 34]",無
841,2010/03/22,"[2, 23, 25, 29, 32]",無
840,2010/03/19,"[8, 14, 28, 29, 35]",無
839,2010/03/18,"[3, 6, 24, 25, 37]",無
838,2010/03/17,"[3, 28, 33, 34, 38]",無
837,2010/03/16,"[4, 6, 10, 33, 37]",無
836,2010/03/15,"[4, 10, 18, 22, 25]",無
835,2010/03/12,"[1, 10, 19, 22, 28]",無
834,2010/03/11,"[1, 3, 17, 30, 38]",無
833,2010/03/10,"[2, 7, 16, 30, 39]",無
832,2010/03/09,"[5, 11, 12, 14, 28]",無
831,2010/03/08,"[7, 11, 19, 21, 27]",無
830,2010/03/05,"[11, 14, 20, 35, 39]",無
829,2010/03/04,"[2, 5, 10, 21, 34]",無
828,2010/03/03,"[4, 7, 15, 26, 33]",無
827,2010/03/02,"[7, 8, 20, 25, 29]",無
826,2010/03/01,"[3, 6, 10, 25, 34]",無
825,2010/02/26,"[9, 18, 19, 25, 32]",無
824,2010/02/25,"[4, 9, 13, 27, 37]",無
823,2010/02/24,"[5, 16, 17, 28, 39]",無
822,2010/02/23,"[9, 20, 27, 33, 36]",無
821,2010/02/22,"[2, 9, 15, 22, 26]",無
820,2010/02/19,"[6, 21, 22, 24, 32]",無
819,2010/02/18,"[9, 11, 24, 26, 39]",無
818,2010/02/17,"[4, 7, 8, 28, 34]",無
817,2010/02/16,"[18, 19, 27, 35, 39]",無
816,2010/02/15,"[1, 2, 9, 11, 28]",無
815,2010/02/12,"[11, 21, 23, 26, 38]",無
814,2010/02/11,"[6, 9, 23, 27, 31]",無
813,2010/02/10,"[7, 13, 19, 36, 38]",無
812,2010/02/09,"[4, 6, 24, 26, 32]",無
811,2010/02/08,"[13, 27, 31, 35, 39]",無
810,2010/02/05,"[1, 5, 15, 21, 25]",無
809,2010/02/04,"[2, 4, 11, 16, 25]",無
808,2010/02/03,"[3, 15, 32, 35, 38]",無
807,2010/02/02,"[5, 16, 20, 37, 38]",無
806,2010/02/01,"[2, 7, 22, 30, 35]",無
805,2010/01/29,"[11, 15, 17, 22, 30]",無
804,2010/01/28,"[1, 3, 11, 32, 36]",無
803,2010/01/27,"[7, 8, 14, 25, 38]",無
802,2010/01/26,"[2, 5, 6, 9, 23]",無
801,2010/01/25,"[12, 19, 22, 23, 31]",無
800,2010/01/22,"[1, 12, 18, 25, 35]",無
799,2010/01/21,"[7, 11, 18, 29, 37]",無
798,2010/01/20,"[14, 19, 28, 33, 39]",無
797,2010/01/19,"[10, 11, 23, 25, 32]",無
796,2010/01/18,"[5, 14, 33, 36, 38]",無
795,2010/01/15,"[13, 29, 31, 32, 38]",無
794,2010/01/14,"[12, 16, 28, 32, 33]",無
793,2010/01/13,"[8, 16, 33, 36, 39]",無
792,2010/01/12,"[1, 19, 27, 30, 37]",無
791,2010/01/11,"[17, 19, 24, 27, 29]",無
790,2010/01/08,"[11, 16, 17, 18, 30]",無
789,2010/01/07,"[6, 24, 26, 30, 34]",無
788,2010/01/06,"[11, 25, 28, 37, 39]",無
787,2010/01/05,"[3, 5, 15, 27, 35]",無
786,2010/01/04,"[4, 14, 19, 27, 31]",無
785,2010/01/01,"[3, 4, 5, 23, 27]",無
784,2009/12/31,"[6, 7, 21, 31, 39]",無
783,2009/12/30,"[7, 12, 13, 31, 34]",無
782,2009/12/29,"[5, 18, 27, 28, 35]",無
781,2009/12/28,"[3, 5, 10, 13, 29]",無
780,2009/12/25,"[2, 15, 17, 19, 28]",無
779,2009/12/24,"[2, 11, 19, 20, 36]",無
778,2009/12/23,"[2, 8, 15, 30, 35]",無
777,2009/12/22,"[2, 5, 7, 10, 17]",無
776,2009/12/21,"[18, 22, 26, 29, 32]",無
775,2009/12/18,"[5, 20, 21, 25, 37]",無
774,2009/12/17,"[4, 15, 21, 37, 39]",無
773,2009/12/16,"[10, 19, 30, 37, 39]",無
772,2009/12/15,"[19, 25, 26, 30, 35]",無
771,2009/12/14,"[6, 10, 16, 27, 28]",無
770,2009/12/11,"[6, 9, 26, 27, 29]",無
769,2009/12/10,"[7, 14, 15, 24, 28]",無
768,2009/12/09,"[7, 16, 29, 35, 37]",無
767,2009/12/08,"[1, 5, 11, 15, 35]",無
766,2009/12/07,"[9, 10, 25, 31, 33]",無
765,2009/12/04,"[14, 15, 17, 34, 37]",無
764,2009/12/03,"[4, 8, 18, 21, 23]",無
763,2009/12/02,"[14, 25, 33, 36, 38]",無
762,2009/12/01,"[2, 7, 8, 25, 29]",無
761,2009/11/30,"[10, 13, 22, 29, 30]",無
760,2009/11/27,"[7, 15, 24, 31, 38]",無
759,2009/11/26,"[9, 14, 27, 28, 38]",無
758,2009/11/25,"[6, 10, 11, 18, 37]",無
757,2009/11/24,"[3, 10, 17, 18, 23]",無
756,2009/11/23,"[5, 25, 27, 32, 39]",無
755,2009/11/20,"[5, 10, 17, 28, 38]",無
754,2009/11/19,"[22, 23, 25, 31, 34]",無
753,2009/11/18,"[5, 14, 15, 26, 37]",無
752,2009/11/17,"[2, 6, 19, 28, 32]",無
751,2009/11/16,"[11, 16, 34, 35, 36]",無
750,2009/11/13,"[1, 5, 28, 31, 34]",無
749,2009/11/12,"[12, 22, 26, 28, 38]",無
748,2009/11/11,"[13, 28, 33, 37, 39]",無
747,2009/11/10,"[8, 12, 26, 27, 30]",無
746,2009/11/09,"[6, 17, 18, 31, 37]",無
745,2009/11/06,"[8, 10, 20, 21, 35]",無
744,2009/11/05,"[5, 11, 15, 26, 39]",無
743,2009/11/04,"[2, 9, 10, 27, 35]",無
742,2009/11/03,"[7, 30, 32, 35, 39]",無
741,2009/11/02,"[3, 4, 17, 23, 26]",無
740,2009/10/30,"[5, 14, 22, 37, 38]",無
739,2009/10/29,"[3, 6, 15, 17, 26]",無
738,2009/10/28,"[1, 13, 18, 27, 34]",無
737,2009/10/27,"[6, 19, 22, 25, 29]",無
736,2009/10/26,"[6, 17, 23, 29, 37]",無
735,2009/10/23,"[2, 15, 21, 23, 37]",無
734,2009/10/22,"[7, 10, 24, 31, 32]",無
733,2009/10/21,"[15, 21, 23, 36, 39]",無
732,2009/10/20,"[10, 11, 15, 17, 30]",無
731,2009/10/19,"[12, 20, 23, 34, 36]",無
730,2009/10/16,"[2, 11, 16, 19, 23]",無
729,2009/10/15,"[7, 13, 18, 28, 38]",無
728,2009/10/14,"[3, 9, 10, 23, 26]",無
727,2009/10/13,"[6, 13, 24, 26, 31]",無
726,2009/10/12,"[2, 9, 17, 27, 29]",無
725,2009/10/09,"[1, 8, 28, 35, 38]",無
724,2009/10/08,"[2, 26, 31, 33, 34]",無
723,2009/10/07,"[3, 5, 8, 9, 35]",無
722,2009/10/06,"[15, 18, 22, 25, 29]",無
721,2009/10/05,"[18, 20, 23, 24, 30]",無
720,2009/10/02,"[14, 24, 26, 31, 36]",無
719,2009/10/01,"[7, 14, 24, 31, 35]",無
718,2009/09/30,"[5, 7, 11, 16, 23]",無
717,2009/09/29,"[11, 24, 31, 32, 34]",無
716,2009/09/28,"[6, 26, 31, 32, 33]",無
715,2009/09/25,"[3, 5, 14, 16, 20]",無
714,2009/09/24,"[2, 9, 10, 21, 37]",無
713,2009/09/23,"[3, 9, 13, 37, 38]",無
712,2009/09/22,"[9, 14, 18, 27, 32]",無
711,2009/09/21,"[4, 14, 24, 27, 34]",無
710,2009/09/18,"[11, 12, 15, 22, 38]",無
709,2009/09/17,"[7, 19, 23, 30, 39]",無
708,2009/09/16,"[8, 23, 27, 28, 38]",無
707,2009/09/15,"[6, 14, 27, 30, 31]",無
706,2009/09/14,"[8, 13, 14, 26, 27]",無
705,2009/09/11,"[16, 25, 26, 32, 33]",無
704,2009/09/10,"[13, 15, 16, 18, 26]",無
703,2009/09/09,"[1, 22, 26, 29, 31]",無
702,2009/09/08,"[1, 11, 26, 27, 31]",無
701,2009/09/07,"[9, 11, 22, 27, 29]",無
700,2009/09/04,"[9, 17, 27, 32, 38]",無
699,2009/09/03,"[10, 17, 23, 26, 39]",無
